epoch,train_loss,eval_loss,eval_top1,eval_auc,eval_f1,test_loss,test_top1,test_auc,test_f1
0,1.8708587288856506,1.7652,24.54,0.798,0.085,1.7689,23.6,0.801,0.075
1,1.0619296096265316,897.3272,12.07,0.49,0.059,905.282,12.15,0.489,0.061
2,0.7822076380252838,380.8001,11.39,0.464,0.05,383.0366,11.45,0.461,0.051
3,0.7029639426618814,71.0729,22.4,0.561,0.174,69.4628,21.5,0.565,0.172
4,0.5464544612914324,1.8434,73.42,0.949,0.689,1.6514,75.16,0.944,0.703
5,0.3236514749005437,7.7949,41.19,0.755,0.346,7.8893,42.06,0.747,0.352
6,0.25101180747151375,0.2399,92.21,0.992,0.872,0.2386,91.82,0.993,0.876
7,0.21093613607808948,0.4831,83.93,0.991,0.775,0.5053,83.1,0.99,0.752
8,0.16919051576405764,0.4528,88.32,0.978,0.839,0.3835,88.4,0.982,0.837
9,0.12127849808894098,0.2677,91.33,0.995,0.854,0.2709,91.12,0.996,0.86
10,0.10879722563549876,0.1423,94.74,0.998,0.928,0.1405,95.25,0.998,0.941
11,0.09832724486477673,0.2749,89.78,0.997,0.879,0.2601,90.97,0.997,0.89
12,0.10886315768584609,0.6806,81.11,0.993,0.827,0.6965,79.91,0.99,0.805
13,0.09197725960984826,0.1085,95.81,0.999,0.939,0.1103,95.95,0.999,0.94
14,0.09836706821806729,0.1523,94.16,0.998,0.931,0.1627,95.09,0.996,0.938
15,0.07509775809012353,0.0614,97.76,1.0,0.972,0.0657,97.9,0.999,0.972
16,0.06363298231735826,0.1337,96.69,0.998,0.958,0.1101,96.65,0.998,0.956
17,0.06026257807388902,0.1128,96.4,0.999,0.945,0.0897,96.96,0.999,0.958
18,0.052608139580115676,0.1703,94.74,0.998,0.942,0.1747,94.94,0.997,0.945
19,0.046353658428415656,0.0798,97.08,1.0,0.968,0.0851,97.9,0.999,0.977
20,0.041785820736549795,0.1011,96.79,0.999,0.955,0.1048,97.12,0.999,0.956
21,0.04742403142154217,0.0697,97.18,1.0,0.965,0.0707,97.9,0.999,0.974
22,0.040786058409139514,0.0917,97.47,0.999,0.967,0.0941,97.12,0.999,0.962
23,0.04021831747377291,0.2106,93.18,0.999,0.94,0.1844,92.6,0.999,0.934
24,0.03689989889971912,0.045,98.83,1.0,0.986,0.05,98.36,1.0,0.981
25,0.032753664534538984,0.0347,98.54,1.0,0.983,0.0549,98.13,1.0,0.976
26,0.031128939153859392,0.0452,98.44,1.0,0.98,0.0465,98.68,1.0,0.983
27,0.026305514358682558,0.0482,98.15,1.0,0.978,0.0524,98.52,1.0,0.981
28,0.025125617161393166,0.064,97.76,1.0,0.973,0.0694,98.21,1.0,0.975
29,0.026089894701726735,0.0489,97.76,1.0,0.972,0.0604,98.13,1.0,0.978
30,0.024173942831112072,0.0526,98.64,1.0,0.985,0.0548,98.36,1.0,0.982
31,0.02308880427153781,0.0683,97.86,1.0,0.973,0.0645,98.52,1.0,0.981
32,0.01707834520493634,0.0466,98.34,1.0,0.98,0.0539,98.13,1.0,0.975
33,0.019414306298131123,0.0391,98.44,1.0,0.982,0.0469,98.6,1.0,0.981
34,0.016045224998379126,0.0303,98.73,1.0,0.987,0.0408,99.07,1.0,0.987
35,0.013181149639422074,0.0405,98.73,1.0,0.986,0.0536,98.52,1.0,0.981
36,0.013372433400945738,0.0324,98.93,1.0,0.989,0.0448,98.68,1.0,0.982
37,0.012093259225366637,0.0383,98.83,1.0,0.989,0.0502,98.68,1.0,0.982
38,0.011928697524126619,0.0347,98.54,1.0,0.983,0.0482,98.83,1.0,0.984
39,0.010186487983446568,0.0313,98.83,1.0,0.988,0.0423,98.91,1.0,0.986
40,0.010105046967510134,0.0311,98.83,1.0,0.989,0.0464,98.91,1.0,0.985
41,0.008930674724979326,0.0335,98.83,1.0,0.989,0.0492,98.75,1.0,0.983
42,0.008581035130191594,0.0344,98.83,1.0,0.989,0.0497,98.83,1.0,0.984
43,0.008833169820718467,0.0308,98.73,1.0,0.987,0.0475,98.91,1.0,0.985
44,0.008805520803434774,0.0301,98.93,1.0,0.99,0.0482,98.83,1.0,0.984
45,0.009501067426754162,0.0313,98.73,1.0,0.987,0.0474,98.83,1.0,0.984
46,0.010459511569933966,0.0317,98.73,1.0,0.987,0.0476,98.83,1.0,0.984
47,0.008264057338237762,0.0327,98.83,1.0,0.988,0.048,98.99,1.0,0.986
48,0.008373104908969253,0.0323,98.73,1.0,0.987,0.0488,98.91,1.0,0.985
49,0.008101176674244925,0.0313,98.73,1.0,0.987,0.0475,98.99,1.0,0.986
