epoch,train_loss,eval_loss,eval_top1,eval_auc,eval_f1,test_loss,test_top1,test_auc,test_f1
19,0.1546555468812585,0.1636,93.48,0.996,0.913,0.1817,93.69,0.995,0.913
20,0.13621295848861337,0.12,95.33,0.997,0.926,0.136,95.33,0.996,0.927
21,0.13987683784216642,0.1976,92.7,0.995,0.881,0.2132,91.9,0.993,0.865
22,0.14771624514833093,0.2253,91.53,0.996,0.882,0.2534,92.21,0.994,0.89
23,0.14300987822934985,0.2363,93.67,0.994,0.911,0.3485,92.45,0.99,0.903
24,0.12478517182171345,0.1176,95.03,0.997,0.923,0.1295,95.48,0.996,0.927
25,0.12122653098776937,0.1135,95.62,0.997,0.931,0.1364,95.4,0.995,0.926
26,0.1188189615495503,0.1253,95.33,0.998,0.929,0.1506,95.33,0.996,0.925
27,0.10481061902828515,0.1067,95.72,0.998,0.933,0.1164,95.56,0.996,0.926
28,0.10410593030974269,0.1082,96.11,0.998,0.939,0.1226,95.79,0.996,0.929
29,0.10646609589457512,0.1217,95.62,0.998,0.937,0.1391,94.94,0.996,0.924
30,0.11567584844306111,0.2274,92.11,0.994,0.879,0.2483,91.28,0.992,0.866
31,0.11504755192436278,0.0982,96.4,0.998,0.942,0.1082,96.03,0.997,0.933
32,0.0825381949543953,0.1133,95.62,0.998,0.944,0.1259,95.48,0.997,0.937
33,0.08547097095288336,0.0775,97.27,0.999,0.958,0.0989,96.73,0.997,0.946
34,0.08725101104937494,0.087,96.98,0.999,0.954,0.1073,96.65,0.997,0.949
35,0.08202156890183687,0.0757,97.18,0.999,0.955,0.089,96.81,0.998,0.948
36,0.07867276226170361,0.0703,97.66,0.999,0.965,0.0904,96.88,0.998,0.949
37,0.07415256439708173,0.0867,96.79,0.999,0.95,0.0934,96.5,0.998,0.94
38,0.0794452119152993,0.0751,97.27,0.999,0.959,0.0956,96.96,0.998,0.952
39,0.07984489644877613,0.0786,97.08,0.999,0.956,0.0888,96.65,0.998,0.945
40,0.06973180104978383,0.0706,97.57,0.999,0.963,0.0864,96.88,0.998,0.949
41,0.0677968729287386,0.0707,97.57,0.999,0.963,0.0835,97.35,0.998,0.956
42,0.06550282798707485,0.0699,97.66,0.999,0.964,0.0856,97.35,0.998,0.956
43,0.06963357736822218,0.0682,97.57,0.999,0.962,0.0805,97.43,0.998,0.957
44,0.06787921162322164,0.0682,97.57,0.999,0.962,0.0816,97.2,0.998,0.953
45,0.07126487791538239,0.0677,97.57,0.999,0.962,0.0817,97.12,0.998,0.952
46,0.06903321039862931,0.0672,97.66,0.999,0.964,0.0805,97.12,0.998,0.953
47,0.07067669299431145,0.0676,97.76,0.999,0.966,0.0816,97.2,0.998,0.954
48,0.06957938545383513,0.0653,97.57,0.999,0.962,0.0795,97.35,0.998,0.956
49,0.0676764459349215,0.0657,97.66,0.999,0.964,0.0799,97.27,0.998,0.955
