epoch,train_loss,eval_loss,eval_top1,eval_auc,eval_f1,test_loss,test_top1,test_auc,test_f1
0,1.3725164076861214,1.3943,26.59,0.648,0.131,1.3958,26.43,0.624,0.128
1,1.7139845595640295,17.3343,25.0,0.477,0.1,17.2969,25.0,0.462,0.1
2,1.932437728433048,381.3384,25.0,0.5,0.1,373.6851,25.0,0.5,0.1
3,1.542278430041145,7.7855,27.38,0.476,0.195,7.5358,27.14,0.492,0.197
4,1.1421651559717514,1.547,47.62,0.773,0.414,1.4734,46.43,0.773,0.411
5,1.0578537863843582,1.4658,45.24,0.756,0.382,1.4989,45.36,0.751,0.401
6,0.9877168080385994,2.2165,33.33,0.66,0.271,2.0872,42.86,0.688,0.397
7,0.9909483544966754,1.5685,43.65,0.766,0.39,1.6616,45.71,0.755,0.406
8,0.8999415530877954,1.5453,42.46,0.761,0.355,1.5268,43.93,0.772,0.392
9,0.8683345808702356,0.9676,64.29,0.874,0.639,1.0194,61.43,0.86,0.607
10,0.8417932426228243,1.5063,48.81,0.81,0.448,1.5598,50.0,0.797,0.454
11,0.7748790067784926,1.1662,56.35,0.847,0.564,1.2389,58.93,0.838,0.592
12,0.7257413092781516,2.5477,30.56,0.745,0.214,2.5346,36.79,0.756,0.313
13,0.7125843833474552,0.8598,64.68,0.906,0.636,0.8966,66.07,0.898,0.661
14,0.6321337328237646,0.8124,70.24,0.894,0.7,0.8155,67.5,0.893,0.672
15,0.6340997113901026,1.2023,61.11,0.859,0.614,1.3674,58.93,0.845,0.589
16,0.6100390220389647,2.5634,42.46,0.752,0.397,2.6287,43.57,0.76,0.409
17,0.6549292452195111,3.2478,45.24,0.8,0.406,3.3058,45.36,0.796,0.411
18,0.5321072655565598,1.4599,59.92,0.839,0.576,1.5004,55.36,0.839,0.527
19,0.5003962096045999,0.5828,80.56,0.948,0.804,0.5639,77.86,0.945,0.776
20,0.43046153643551993,0.6681,71.83,0.95,0.714,0.6572,71.79,0.95,0.718
21,0.4252922464819515,1.685,59.92,0.88,0.598,1.497,60.71,0.888,0.603
22,0.406866918591892,0.9532,70.63,0.927,0.696,0.9382,70.71,0.93,0.696
23,0.3409003124517553,1.4973,63.1,0.912,0.63,1.4313,59.64,0.914,0.588
24,0.3493805063121459,0.5604,82.94,0.957,0.831,0.4781,82.86,0.968,0.831
25,0.337729308535071,1.256,60.71,0.91,0.591,1.101,63.21,0.921,0.621
26,0.29623867396046133,0.4881,86.11,0.967,0.861,0.4822,83.57,0.963,0.834
27,0.2580370859188192,0.8359,78.17,0.951,0.777,0.8164,76.43,0.951,0.762
28,0.2427957171902937,0.5129,79.37,0.966,0.786,0.5061,80.36,0.964,0.802
29,0.2051285224802354,0.42,85.71,0.979,0.858,0.4727,83.57,0.976,0.837
30,0.2131309014032869,2.0316,58.73,0.915,0.582,2.1583,58.21,0.911,0.578
31,0.23382637430639827,0.4211,86.51,0.975,0.864,0.3188,87.86,0.985,0.877
32,0.19248966346768773,0.4848,85.32,0.977,0.851,0.5032,86.07,0.976,0.858
33,0.17401200006989873,0.4907,83.73,0.968,0.839,0.4483,86.43,0.972,0.866
34,0.16208732522585811,0.4,88.1,0.981,0.879,0.3141,86.43,0.984,0.864
35,0.13629165028824525,0.383,90.08,0.984,0.9,0.3842,86.79,0.986,0.865
36,0.09883242626400555,0.3362,89.29,0.983,0.892,0.3054,90.36,0.985,0.904
37,0.07966280356049538,0.3072,90.87,0.987,0.908,0.2344,90.71,0.99,0.907
38,0.07420885376632214,0.1796,95.24,0.993,0.952,0.1822,94.64,0.994,0.947
39,0.06667873000397402,0.2114,93.65,0.991,0.936,0.204,92.86,0.993,0.929
40,0.052230962059077096,0.2014,94.84,0.992,0.948,0.1839,94.29,0.994,0.943
41,0.04915571859215989,0.2063,92.86,0.992,0.929,0.2183,95.0,0.993,0.95
42,0.04042766111738542,0.1866,95.63,0.993,0.956,0.2018,95.71,0.993,0.957
43,0.04230374196434722,0.1941,95.24,0.993,0.952,0.1844,95.0,0.994,0.95
44,0.045027259518118465,0.2019,94.44,0.993,0.944,0.2117,94.29,0.993,0.943
45,0.03628911362851367,0.1775,95.24,0.993,0.952,0.1708,95.71,0.995,0.957
46,0.03728013923939537,0.1896,95.24,0.993,0.952,0.1638,95.0,0.995,0.95
47,0.03424289855448639,0.1834,95.24,0.993,0.952,0.1552,96.07,0.995,0.961
48,0.03246923037530745,0.1816,95.24,0.993,0.952,0.1604,96.07,0.995,0.961
49,0.030265557086643052,0.1833,95.24,0.993,0.952,0.1606,96.07,0.995,0.961
