epoch,train_loss,eval_loss,eval_top1,eval_auc,eval_f1,test_loss,test_top1,test_auc,test_f1
0,0.8193048154516445,0.4096,86.16,0.984,0.861,0.4093,86.26,0.984,0.863
1,0.46295257959299474,0.3654,87.74,0.992,0.883,0.3702,87.42,0.991,0.88
2,0.2525810642722332,0.2092,93.09,0.996,0.93,0.2193,92.8,0.996,0.928
3,0.5353027493144511,0.2795,90.56,0.992,0.906,0.282,90.44,0.992,0.904
4,0.2447238224189593,0.3213,88.68,0.994,0.887,0.3261,88.69,0.994,0.886
5,0.17145106521867837,0.1906,94.02,0.996,0.941,0.2033,93.48,0.996,0.935
6,0.14370711689428037,0.1796,93.9,0.998,0.94,0.1842,93.7,0.998,0.937
7,0.1287173883674359,0.1245,96.3,0.998,0.963,0.1312,95.7,0.998,0.957
8,0.12738611368458455,0.1456,95.26,0.998,0.953,0.1573,94.99,0.998,0.95
9,0.10676576566086719,0.225,92.64,0.997,0.927,0.2367,92.34,0.997,0.924
10,0.09857724865048932,0.1249,96.04,0.998,0.961,0.1313,95.89,0.998,0.959
11,0.08976706901537275,0.1116,96.49,0.999,0.964,0.1163,96.25,0.999,0.962
12,0.08531269887601857,0.1156,96.22,0.999,0.963,0.1201,96.02,0.999,0.961
13,0.08128051033415044,0.2303,92.43,0.998,0.926,0.2341,92.15,0.998,0.924
14,0.07665118634126426,0.0823,97.48,0.999,0.975,0.0853,97.27,0.999,0.973
15,0.07467553603444926,0.17,94.51,0.999,0.947,0.1699,94.4,0.999,0.946
16,0.07158153269408027,0.1798,94.2,0.998,0.941,0.1873,94.02,0.998,0.939
17,0.06612508438679149,0.0862,97.29,0.999,0.972,0.084,97.3,0.999,0.973
18,0.06328323752294261,0.0809,97.33,0.999,0.973,0.0868,97.19,0.999,0.972
19,0.05816839200223156,0.1628,94.66,0.998,0.947,0.1708,94.57,0.998,0.946
20,0.05817639408932253,0.1066,96.59,0.999,0.965,0.1031,96.61,0.999,0.966
21,0.05256991454737153,0.086,97.31,0.999,0.973,0.0862,97.27,0.999,0.973
22,0.050531863258868395,0.075,97.57,0.999,0.976,0.0772,97.56,0.999,0.975
23,0.048301721179191764,0.1337,95.89,0.999,0.959,0.1325,95.84,0.999,0.958
24,0.04467223514653184,0.06,98.2,1.0,0.982,0.0605,98.11,1.0,0.981
25,0.04266109709215113,0.0565,98.26,1.0,0.982,0.0521,98.29,1.0,0.983
26,0.03856333127002006,0.0479,98.49,1.0,0.985,0.0481,98.46,1.0,0.984
27,0.038180005529245296,0.0637,98.05,1.0,0.98,0.0619,98.09,1.0,0.981
28,0.034161163856947445,0.0508,98.46,1.0,0.984,0.048,98.56,1.0,0.985
29,0.029987289867417714,0.0746,97.6,0.999,0.976,0.0774,97.64,0.999,0.977
30,0.027632584857178066,0.0823,97.52,0.999,0.975,0.0905,97.33,0.999,0.973
31,0.02664979622645475,0.0456,98.69,1.0,0.987,0.0452,98.67,1.0,0.987
32,0.02433402102831472,0.044,98.77,1.0,0.988,0.0397,98.84,1.0,0.988
33,0.019957406867127984,0.0461,98.7,1.0,0.987,0.0425,98.76,1.0,0.988
34,0.019017015300627313,0.0502,98.51,1.0,0.985,0.0522,98.54,1.0,0.985
35,0.017125389502808546,0.043,98.79,1.0,0.988,0.04,98.82,1.0,0.988
36,0.013492243446218253,0.0425,98.8,1.0,0.988,0.0369,98.9,1.0,0.989
37,0.012149079505362143,0.0409,98.89,1.0,0.989,0.0406,98.81,1.0,0.988
38,0.010305698598062966,0.0417,98.87,1.0,0.989,0.0412,98.83,1.0,0.988
39,0.008209059645104714,0.0403,98.94,1.0,0.989,0.0348,99.1,1.0,0.991
40,0.007426327234034365,0.0409,98.78,1.0,0.988,0.0368,98.98,1.0,0.99
41,0.005819100011100223,0.0367,99.01,1.0,0.99,0.0343,99.1,1.0,0.991
42,0.005032761036408407,0.038,99.01,1.0,0.99,0.0333,99.15,1.0,0.991
43,0.0043813477966304255,0.0379,98.99,1.0,0.99,0.035,99.1,1.0,0.991
44,0.004119828321454484,0.0357,99.04,1.0,0.99,0.0333,99.16,1.0,0.991
45,0.0033589156037415885,0.0357,99.08,1.0,0.991,0.0329,99.17,1.0,0.992
46,0.0034133486481626742,0.0354,99.06,1.0,0.991,0.033,99.17,1.0,0.992
47,0.0032288372672184887,0.0359,99.04,1.0,0.99,0.0332,99.18,1.0,0.992
48,0.0034005729146541056,0.0363,99.05,1.0,0.99,0.0334,99.2,1.0,0.992
49,0.0032950539512827002,0.035,99.06,1.0,0.991,0.0325,99.21,1.0,0.992
